Invoice No,Type,Order No,Order Type,Line ID,Invoice Date,Transaction Date,Shipped Date,Requested Date,Promised Date,Order By,Freight Handling,Route,Stop,Contain ID,Reference 1,Reference 2,Customer,Name,State,Country,Ship to Customer,Ship to Name,Ship to State,Ship to Country,Market Segment,Hyperion Code,B/P,Location,Item Number,Description 1,Description 2,Sub Family,Family,Grade,UOM,Quantity,Based Currency,Unit Price,Total Amount,Unit Cost,Total Cost,Currency,Unit Price,Total Value,UOM,Gross Weight,UOM,Net Weight,# of Package,G/L offset,Business Unit,Object,Subsidiary,Act Cat 07,Tagetik code,Terms,Sales Rep #,Name,Tax Rate,Tax Exp Code,Related Order,Related Type,Related Line Number,Delivery Instr 1,Delivery Instr 2,PO Received,PO Unit Price,PO Total Amount
312142,RI,20251302,D1,1,210105,201022,210105,210111,210111,1,1,1,1,T#,1,1,40050101,1,OK,USA,40050145,Customer-363,AR,USA,NW,1,         DOR,1,1,1,1,298,8B,,EA,4,CAD,192.374,769.5,98.665,394.66,USD,151,604,,0,LB,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
312142,RI,20251302,D1,2,210105,201022,0,210111,210111,1,1,1,1,T#,1,1,40050101,1,OK,USA,40050145,Customer-363,AR,USA,NW,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
312143,RI,20251345,D1,1.1,210105,201102,210105,210113,210113,1,1,1,1,T#,1,1,40068101,1,QC,CANADA,40068125,Customer-1644,QC,CANADA,NH,1,         RMD,1,1,1,1,292,8A,,EA,20,CAD,185.75,3715,101.6565,2033.13,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312143,RI,20251345,D1,3,210105,201102,0,210113,210113,1,1,1,1,T#,1,1,40068101,1,QC,CANADA,40068125,Customer-1644,QC,CANADA,NH,1,         RMD,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312144,RI,20251432,D1,1,210105,201125,210106,201203,201211,1,1,1,1,T#,1,1,40350301,1,TX,USA,40350310,Customer-1813,TX,USA,NH,1,         RMD,1,1,1,1,298,8B,,EA,3,CAD,1057.968,3173.9,735.5033,2206.51,USD,830.43,2491.29,,0,LB,0,0,1,1,1,1,1,1,1,30062,Sales Representative-5,1,1,1,1,0,1,1,0,0,0
312144,RI,20251432,D1,2,210105,201125,0,201203,210106,1,1,1,1,T#,1,1,40350301,1,TX,USA,40350310,Customer-1813,TX,USA,NH,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30062,Sales Representative-5,1,1,1,1,0,1,1,0,0,0
312145,RI,21250003,D1,1,210105,210104,210105,210106,210106,1,1,1,1,T#,1,1,40090901,1,QC,CANADA,40090912,Customer-1744,QC,CANADA,PO,1,         DOR,1,1,1,1,290,8A,,EA,2,CAD,50,100,7.355,14.71,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312145,RI,21250003,D1,2,210105,210104,210105,210106,210106,1,1,1,1,T#,1,1,40090901,1,QC,CANADA,40090912,Customer-1744,QC,CANADA,PO,1,         DOR,1,1,1,1,207,09,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312145,RI,21250003,D1,3,210105,210104,0,210106,210106,1,1,1,1,T#,1,1,40090901,1,QC,CANADA,40090912,Customer-1744,QC,CANADA,PO,1,         DOR,1,1,1,1,207,09,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312146,RI,21250004,D1,1,210105,210104,210105,210105,210105,1,1,1,1,T#,1,1,40078901,1,WI,USA,40078951,Customer-1940,IL,USA,NW,1,         RMD,1,1,1,1,290,8A,,EA,19,CAD,54.655,1038.45,36.0605,685.15,USD,42.9,815.1,,0,LB,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
312146,RI,21250004,D1,2,210105,210104,0,210105,210105,1,1,1,1,T#,1,1,40078901,1,WI,USA,40078951,Customer-1940,IL,USA,NW,1,         RMD,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
312147,RI,20251206,D1,1,210106,201006,210106,210108,210104,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256211,Customer-1110,FL,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,4,CAD,40.195,160.78,25.6475,102.59,USD,31.55,126.2,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312147,RI,20251206,D1,2,210106,201006,0,201204,210107,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256211,Customer-1110,FL,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312148,RI,20251376,D1,1,210106,201109,210105,201120,210125,1,1,1,1,T#,1,1,40269101,1,FL,USA,40269110,Customer-948,CT,USA,OL,1,         DOR,1,1,1,1,298,8B,,EA,18,CAD,158.167,2847.01,35.6844,642.32,USD,124.15,2234.7,,0,LB,0,0,1,1,1,1,1,1,1,30013,Sales Representative-8,1,1,1,1,0,1,1,0,0,0
312148,RI,20251376,D1,2,210106,201109,0,201120,210105,1,1,1,1,T#,1,1,40269101,1,FL,USA,40269110,Customer-948,CT,USA,OL,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30013,Sales Representative-8,1,1,1,1,0,1,1,0,0,0
312149,RI,20251532,D1,1,210106,201223,210105,210104,210104,1,1,1,1,T#,1,1,40282801,1,QC,CANADA,40282817,Customer-1534,QC,CANADA,PO,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,1351.87,1351.87,860.9,860.9,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312149,RI,20251532,D1,2,210106,201223,0,210104,210106,1,1,1,1,T#,1,1,40282801,1,QC,CANADA,40282817,Customer-1534,QC,CANADA,PO,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312150,RI,20251368,D1,1,210107,201106,210105,210105,210105,1,1,1,1,T#,1,1,40102101,1,ON,CANADA,40102118,Customer-1785,ON,CANADA,NH,1,         RMD,1,1,1,1,292,8A,,EA,12,CAD,200.9,2410.8,101.6558,1219.87,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30029,Sales Representative-15,1,1,1,1,0,1,1,0,0,0
312150,RI,20251368,D1,2,210107,201106,210106,210105,210105,1,1,1,1,T#,1,1,40102101,1,ON,CANADA,40102118,Customer-1785,ON,CANADA,NH,1,         DOR,1,1,1,1,298,8B,,EA,12,CAD,30.85,370.2,12.0858,145.03,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30029,Sales Representative-15,1,1,1,1,0,1,1,0,0,0
312150,RI,20251368,D1,3,210107,201106,0,210105,210106,1,1,1,1,T#,1,1,40102101,1,ON,CANADA,40102118,Customer-1785,ON,CANADA,NH,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30029,Sales Representative-15,1,1,1,1,0,1,1,0,0,0
312151,RI,20251457,D1,1,210107,201202,210107,210209,210209,1,1,1,1,T#,1,1,40065301,1,BC,CANADA,40065310,Customer-1895,BC,CANADA,NM,1,         DOR,1,1,1,1,298,8B,,EA,18,CAD,244.3,4397.4,36.9456,665.02,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
312151,RI,20251457,D1,2,210107,201202,0,210209,210209,1,1,1,1,T#,1,1,40065301,1,BC,CANADA,40065310,Customer-1895,BC,CANADA,NM,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
312152,RI,20251461,D1,1,210107,201203,210108,201207,201207,1,1,1,1,T#,1,1,40139101,1,VA,USA,40139101,Customer-1914,VA,USA,TR,1,         RMD,1,1,1,1,290,8A,,EA,18,CAD,16.562,298.12,12.9589,233.26,USD,13,234,,0,LB,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
312152,RI,20251461,D1,2,210107,201203,0,201207,210107,1,1,1,1,T#,1,1,40139101,1,VA,USA,40139101,Customer-1914,VA,USA,TR,1,         RMD,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
312153,RI,20251490,D1,1,210107,201214,210107,201215,201215,1,1,1,1,T#,1,1,40138601,1,PA,USA,40138610,Customer-1909,PA,USA,TR,1,         RMD,1,1,1,1,291,8A,,EA,19,CAD,242.442,4606.4,181.6874,3452.06,USD,190.3,3615.7,,0,LB,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
312153,RI,20251490,D1,2,210107,201214,0,201215,210107,1,1,1,1,T#,1,1,40138601,1,PA,USA,40138610,Customer-1909,PA,USA,TR,1,         RMD,1,1,1,1,291,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
312154,RI,20251507,D1,1,210107,201217,210107,201217,201218,1,1,1,1,T#,1,1,40351201,1,ON,CANADA,40351210,Customer-1566,ON,CANADA,OE,1,         DOR,1,1,1,1,298,8B,,EA,4,CAD,127.3,509.2,17.855,71.42,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31046,Sales Representative-1,1,1,1,1,0,1,1,0,0,0
312154,RI,20251507,D1,2,210107,201217,0,201217,210107,1,1,1,1,T#,1,1,40351201,1,ON,CANADA,40351210,Customer-1566,ON,CANADA,OE,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,29.15,29.15,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31046,Sales Representative-1,1,1,1,1,0,1,1,0,0,0
312155,RI,20251530,D1,1,210107,201222,210105,210105,210105,1,1,1,1,T#,1,1,40023201,1,AB,CANADA,40023212,Customer-1514,AB,CANADA,PO,1,         RMD,1,1,1,1,281,01,,EA,2,CAD,1287.4,2574.8,744.555,1489.11,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
312155,RI,20251530,D1,2,210107,201222,0,210105,210107,1,1,1,1,T#,1,1,40023201,1,AB,CANADA,40023212,Customer-1514,AB,CANADA,PO,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
312156,RI,21250024,D1,1,210107,210106,210107,210108,210108,1,1,1,1,T#,1,1,40023201,1,AB,CANADA,40023212,Customer-1514,AB,CANADA,PO,1,         RMD,1,1,1,1,291,8A,,EA,4,CAD,165.62,662.48,138.2125,552.85,USD,130,520,,0,LB,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
312156,RI,21250024,D1,2,210107,210106,0,210108,210108,1,1,1,1,T#,1,1,40023201,1,AB,CANADA,40023212,Customer-1514,AB,CANADA,PO,1,         RMD,1,1,1,1,291,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
312157,RI,21250025,D1,1,210107,210106,210107,210107,210107,1,1,1,1,T#,1,1,40129301,1,AL,USA,40129301,Customer-1873,AL,USA,PO,1,         RMD,1,1,1,1,290,8A,,EA,60,CAD,16.103,966.18,13.002,780.12,USD,12.64,758.4,,0,LB,0,0,1,1,1,1,1,1,1,30060,Sales Representative-9,1,1,1,1,0,1,1,0,0,0
312157,RI,21250025,D1,2,210107,210106,0,210107,210107,1,1,1,1,T#,1,1,40129301,1,AL,USA,40129301,Customer-1873,AL,USA,PO,1,         RMD,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30060,Sales Representative-9,1,1,1,1,0,1,1,0,0,0
312158,RI,19250455,D1,5.1,210108,190322,210106,210120,210120,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,14,CAD,3185,44590,1724.5793,24144.11,USD,2500,35000,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312158,RI,19250455,D1,22,210108,190322,0,210120,210120,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312159,RI,19251230,D1,19,210108,190903,210108,210108,210104,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,160,CAD,37.596,6015.36,31.1202,4979.23,USD,29.51,4721.6,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312159,RI,19251230,D1,21,210108,190903,0,201231,210108,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312160,RI,19251231,D1,14,210108,190903,210108,210114,210108,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,100,CAD,40.195,4019.5,25.6472,2564.72,USD,31.55,3155,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312160,RI,19251231,D1,22,210108,190903,0,201231,210108,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312161,RI,20250618,D1,1,210108,200506,210108,210108,210106,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,200,CAD,36.857,7371.4,25.5627,5112.54,USD,28.93,5786,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312161,RI,20250618,D1,8,210108,200506,0,211231,211231,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312162,RI,20251424,D1,1,210108,201124,210108,201211,201211,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023701,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,290,8A,,EA,3,CAD,48.858,146.57,12.8167,38.45,USD,38.35,115.05,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
312162,RI,20251424,D1,2,210108,201124,0,201220,210108,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023701,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
312163,RI,20251248,D1,1,210111,201015,210108,210107,210107,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,100,CAD,45.15,4515,6.6521,665.21,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312163,RI,20251248,D1,3,210111,201015,0,210107,210108,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312164,RI,20251259,D1,1,210111,201015,210111,201022,201208,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,200,CAD,3.2,640,1.0244,204.88,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312164,RI,20251259,D1,2,210111,201015,0,201022,210111,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312165,RI,20251289,D1,1.1,210111,201020,210111,201215,201215,1,1,1,1,T#,1,1,40300901,1,QC,CANADA,40300911,Customer-1585,QC,CANADA,PO,1,         RMD,1,1,1,1,671,D9,,EA,700,CAD,6.5,4550,4.8812,3416.84,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312165,RI,20251289,D1,5,210111,201020,0,201215,210111,1,1,1,1,T#,1,1,40300901,1,QC,CANADA,40300911,Customer-1585,QC,CANADA,PO,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
312166,RI,20251403,D1,1,210111,201117,210111,210108,210113,1,1,1,1,T#,1,1,40014401,1,NY,USA,40014410,Customer-1484,NY,USA,PI,1,         DOR,1,1,1,1,298,8B,,EA,25,CAD,52.616,1315.4,26.1996,654.99,USD,41.3,1032.5,,0,LB,0,0,1,1,1,1,1,1,1,30013,Sales Representative-8,1,1,1,1,0,1,1,0,0,0
312166,RI,20251403,D1,2,210111,201117,0,210108,210111,1,1,1,1,T#,1,1,40014401,1,NY,USA,40014410,Customer-1484,NY,USA,PI,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30013,Sales Representative-8,1,1,1,1,0,1,1,0,0,0
312167,RI,21250006,D1,1,210111,210104,210111,210104,210120,1,1,1,1,T#,1,1,40023401,1,NJ,USA,40023401,Customer-1729,NJ,USA,IC,1,         DOR,1,1,1,1,281,01,,EA,1,CAD,382.442,382.44,78.75,78.75,USD,300.19,300.19,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
312167,RI,21250006,D1,2,210111,210104,210111,210104,210120,1,1,1,1,T#,1,1,40023401,1,NJ,USA,40023401,Customer-1729,NJ,USA,IC,1,         DOR,1,1,1,1,281,01,,EA,1,CAD,290.587,290.59,42.28,42.28,USD,228.09,228.09,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
312167,RI,21250006,D1,4,210111,210104,0,210104,210111,1,1,1,1,T#,1,1,40023401,1,NJ,USA,40023401,Customer-1729,NJ,USA,IC,1,         DOR,1,1,1,1,281,01,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
312168,RI,20250518,D1,2,210112,200409,210111,210115,210112,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,200,CAD,37.952,7590.4,25.7227,5144.54,USD,29.79,5958,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312168,RI,20250518,D1,9,210112,200409,0,201231,210112,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
312169,RI,20251241,D1,1,210112,201014,210112,210228,210428,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,62,CAD,476,29512,347.8581,21567.2,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312169,RI,20251241,D1,2,210112,201014,0,210513,210513,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312170,RI,20251252,D1,1,210112,201015,210112,201218,201218,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,115,CAD,45,5175,2.2938,263.79,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312170,RI,20251252,D1,2,210112,201015,0,201218,210112,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312171,RI,20251290,D1,1,210112,201020,210112,210105,210105,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,37,CAD,300.65,11124.05,133.4346,4937.08,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312171,RI,20251290,D1,2,210112,201020,0,210105,210112,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312172,RI,21250001,D1,1,210112,210104,210112,210104,210205,1,1,1,1,T#,1,1,40124801,1,TX,USA,40124810,Customer-1859,TX,USA,NW,1,         DOR,1,1,1,1,297,8A,,EA,4,CAD,2694.51,10778.04,1521.23,6084.92,USD,2115,8460,,0,LB,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
312172,RI,21250001,D1,2,210112,210104,0,210104,210112,1,1,1,1,T#,1,1,40124801,1,TX,USA,40124810,Customer-1859,TX,USA,NW,1,         DOR,1,1,1,1,297,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
312173,RI,21250038,D1,1,210112,210107,210112,210114,210114,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,292,8A,,EA,30,CAD,249.6,7488,67.7463,2032.39,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312173,RI,21250038,D1,2,210112,210107,0,210205,210205,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312174,RI,19250774,D1,6,210113,190527,210112,211231,211231,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,670,D9,,EA,10,CAD,1414.14,14141.4,2110.003,21100.03,USD,1110,11100,,0,LB,510,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312174,RI,19250774,D1,14,210113,190527,210112,211231,211231,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,670,D9,,EA,2,CAD,1414.14,2828.28,2110.005,4220.01,USD,1110,2220,,0,LB,102,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312174,RI,19250774,D1,15,210113,190527,0,201231,210114,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,670,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312175,RI,20250273,D1,2.2,210113,200219,210112,201207,201207,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,670,D9,,EA,4,CAD,1414.14,5656.56,2110.0025,8440.01,USD,1110,4440,,0,LB,204,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
312175,RI,20250273,D1,10,210113,200219,210112,201105,210106,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,670,D9,,EA,2,CAD,1414.14,2828.28,2110.005,4220.01,USD,1110,2220,,0,LB,102,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
