Invoice No,Type,Order No,Order Type,Line ID,Invoice Date,Transaction Date,Shipped Date,Requested Date,Promised Date,Order By,Freight Handling,Route,Stop,Contain ID,Reference 1,Reference 2,Customer,Name,State,Country,Ship to Customer,Ship to Name,Ship to State,Ship to Country,Market Segment,Hyperion Code,B/P,Location,Item Number,Description 1,Description 2,Sub Family,Family,Grade,UOM,Quantity,Based Currency,Unit Price,Total Amount,Unit Cost,Total Cost,Currency,Unit Price,Total Value,UOM,Gross Weight,UOM,Net Weight,# of Package,G/L offset,Business Unit,Object,Subsidiary,Act Cat 07,Tagetik code,Terms,Sales Rep #,Name,Tax Rate,Tax Exp Code,Related Order,Related Type,Related Line Number,Delivery Instr 1,Delivery Instr 2,PO Received,PO Unit Price,PO Total Amount
313119,RI,21250688,D1,48.1,210630,210518,210630,210521,210528,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,35.498,35.5,9.41,9.41,USD,29.41,29.41,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,54.1,210630,210518,210630,210518,210528,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,49,CAD,0.736,36.06,0.18,8.82,USD,0.61,29.89,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,55.1,210630,210518,210630,210518,210528,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,84,CAD,0.736,61.82,0.18,15.12,USD,0.61,51.24,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,63,210630,210518,210630,210518,210528,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,36,CAD,3.476,125.14,0.1,3.6,USD,2.88,103.68,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,81.1,210630,210518,210630,210518,210528,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,2,CAD,8.425,16.85,2.17,4.34,USD,6.98,13.96,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,90.1,210630,210518,210630,210518,210528,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,9,CAD,1.774,15.97,0.3656,3.29,USD,1.47,13.23,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,91.1,210630,210518,210630,210611,210611,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,22,CAD,19.36,425.92,5.4386,119.65,USD,16.04,352.88,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,94.1,210630,210518,210630,210601,210611,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,114,CAD,25.444,2900.62,5.3829,613.65,USD,21.08,2403.12,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,95,210630,210518,210630,210618,210618,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,34,CAD,77.634,2639.56,0,0,USD,64.32,2186.88,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313119,RI,21250688,D1,97,210630,210518,0,221231,221231,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018114,Customer-1443,IL,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313120,RI,21250739,D1,3,210630,210531,210630,210721,210721,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,4,CAD,1388.05,5552.2,1107.7,4430.8,USD,1150,4600,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313120,RI,21250739,D1,4,210630,210531,210630,210721,210721,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,4,CAD,1412.19,5648.76,716.57,2866.28,USD,1170,4680,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313120,RI,21250739,D1,5,210630,210531,210630,210701,210701,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,8,CAD,2447.193,19577.54,0,0,USD,2027.5,16220,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313120,RI,21250739,D1,6,210630,210531,0,210721,210721,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313121,RI,21250797,D1,1,210630,210613,210630,210625,210622,1,1,1,1,T#,1,1,40023401,1,NJ,USA,40023401,Customer-1729,NJ,USA,IC,1,         DOR,1,1,1,1,298,8B,,EA,20,CAD,95.196,1903.92,25.5025,510.05,USD,78.87,1577.4,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313121,RI,21250797,D1,2,210630,210613,0,210625,210630,1,1,1,1,T#,1,1,40023401,1,NJ,USA,40023401,Customer-1729,NJ,USA,IC,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313122,RI,21250852,D1,1,210630,210629,210629,210629,210629,1,1,1,1,T#,1,1,40258801,1,IL,USA,40258812,Customer-1501,TX,USA,NW,1,         DOR,1,1,1,1,311,3A,,EA,2,CAD,4994.54,9989.08,3442.83,6885.66,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
313122,RI,21250852,D1,2,210630,210629,0,210629,210630,1,1,1,1,T#,1,1,40258801,1,IL,USA,40258812,Customer-1501,TX,USA,NW,1,         DOR,1,1,1,1,311,3A,,EA,1,CAD,456,456,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
313123,RI,21250228,D1,1,210630,210216,210630,210330,210625,1,1,1,1,T#,1,1,40348101,1,ON,CANADA,40348112,Customer-1876,NS,CANADA,NW,1,         RMD,1,1,1,1,296,3A,,EA,1,CAD,8110,8110,2124.87,2124.87,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
313123,RI,21250228,D1,6,210630,210216,0,210330,210630,1,1,1,1,T#,1,1,40348101,1,ON,CANADA,40348112,Customer-1876,NS,CANADA,NW,1,         DOR,1,1,1,1,296,3A,,EA,0,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
313124,RI,21250402,D1,3,210630,210317,210625,210609,210609,1,1,1,1,T#,1,1,40296201,1,TX,USA,40296211,Customer-400,GA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,8,CAD,2112.25,16898,895.1838,7161.47,USD,1750,14000,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313124,RI,21250402,D1,4,210630,210317,210630,210616,210616,1,1,1,1,T#,1,1,40296201,1,TX,USA,40296211,Customer-400,GA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,8,CAD,2112.25,16898,895.1838,7161.47,USD,1750,14000,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313124,RI,21250402,D1,5,210630,210317,210630,210623,210623,1,1,1,1,T#,1,1,40296201,1,TX,USA,40296211,Customer-400,GA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,8,CAD,2112.25,16898,895.1838,7161.47,USD,1750,14000,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313124,RI,21250402,D1,16,210630,210317,0,210526,210630,1,1,1,1,T#,1,1,40296201,1,TX,USA,40296211,Customer-400,GA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,624.019,624.02,0,0,USD,517,517,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313124,RI,21250402,D1,17,210630,210317,0,210526,210630,1,1,1,1,T#,1,1,40296201,1,TX,USA,40296211,Customer-400,GA,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,422.45,422.45,0,0,USD,350,350,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313125,RI,21250808,D1,1,210630,210617,210630,210625,210706,1,1,1,1,T#,1,1,40289501,1,ON,CANADA,40289501,Customer-1461,ON,CANADA,TE,1,         RMD,1,1,1,1,207,09,CG,EA,16,CAD,114.67,1834.72,10.4719,167.55,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31046,Sales Representative-1,1,1,1,1,0,1,1,0,0,0
313125,RI,21250808,D1,2,210630,210617,0,210625,210630,1,1,1,1,T#,1,1,40289501,1,ON,CANADA,40289501,Customer-1461,ON,CANADA,TE,1,         RMD,1,1,1,1,207,09,CG,EA,1,CAD,26.58,26.58,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31046,Sales Representative-1,1,1,1,1,0,1,1,0,0,0
313126,RI,21250851,D1,1,210630,210629,210629,210630,210630,1,1,1,1,T#,1,1,40068701,1,IL,USA,40068701,Customer-523,IL,USA,TR,1,         RMD,1,1,1,1,290,8A,,EA,105,CAD,14.81,1555.05,9.8977,1039.26,USD,12.27,1288.35,,0,LB,0,0,1,1,1,1,1,1,1,30006,Sales Representative-4,1,1,1,1,0,1,1,0,0,0
313126,RI,21250851,D1,2,210630,210629,210629,210630,210630,1,1,1,1,T#,1,1,40068701,1,IL,USA,40068701,Customer-523,IL,USA,TR,1,         RMD,1,1,1,1,291,8A,,EA,1,CAD,541.195,541.2,360.8,360.8,USD,448.38,448.38,,0,LB,0,0,1,1,1,1,1,1,1,30006,Sales Representative-4,1,1,1,1,0,1,1,0,0,0
313126,RI,21250851,D1,3,210630,210629,0,210630,210630,1,1,1,1,T#,1,1,40068701,1,IL,USA,40068701,Customer-523,IL,USA,TR,1,         RMD,1,1,1,1,291,8A,,EA,0,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30006,Sales Representative-4,1,1,1,1,0,1,1,0,0,0
313127,RI,20250432,D1,7,210702,200323,210701,210621,210614,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017952,Customer-1502,,MEXICO,TE,1,         RMD,1,1,1,1,671,D9,,EA,3,CAD,10282.04,30846.12,5427.1367,16281.41,USD,8300,24900,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313127,RI,20250432,D1,17,210702,200323,0,200921,210705,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017952,Customer-1502,,MEXICO,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313128,RI,20250633,D1,2,210705,200507,210701,210521,210521,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125425,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,25,CAD,2699.097,67477.43,2458.6724,61466.81,USD,2178.8,54470,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313128,RI,20250633,D1,7,210705,200507,0,201102,210706,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125425,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313129,RI,20250816,D1,2,210705,200622,210701,210714,210714,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125425,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,8,CAD,2699.097,21592.78,2458.6725,19669.38,USD,2178.8,17430.4,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313129,RI,20250816,D1,6,210705,200622,0,220322,220322,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125425,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313130,RI,21250612,D1,1,210705,210504,210701,210629,210629,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023714,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,290,8A,,EA,54,CAD,26.882,1451.63,14.2148,767.6,USD,21.7,1171.8,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313130,RI,21250612,D1,2,210705,210504,0,210629,210706,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023714,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313131,RI,20251520,D1,1.1,210706,201218,210701,210621,210621,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,66,CAD,952.4,62858.4,547.5844,36140.57,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313131,RI,20251520,D1,6,210706,201218,0,210125,210707,1,1,1,1,T#,1,1,40015701,1,BC,CANADA,40015712,Customer-1475,BC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313132,RI,21250853,D1,1,210706,210629,210706,210630,210630,1,1,1,1,T#,1,1,40023401,1,NJ,USA,40023401,Customer-1729,NJ,USA,IC,1,         DOR,1,1,1,1,670,D9,,EA,1,CAD,0,0,219.52,219.52,USD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313132,RI,21250853,D1,2,210706,210629,0,210630,210707,1,1,1,1,T#,1,1,40023401,1,NJ,USA,40023401,Customer-1729,NJ,USA,IC,1,         DOR,1,1,1,1,670,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313133,RI,16251218,D1,11,210707,160826,210707,210616,210609,1,1,1,1,T#,1,1,40324101,1,CA,USA,40324110,Customer-1868,CA,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,100,CAD,35.925,3592.5,32.6014,3260.14,USD,29,2900,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
313133,RI,16251218,D1,12,210707,160826,210707,210716,210709,1,1,1,1,T#,1,1,40324101,1,CA,USA,40324110,Customer-1868,CA,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,100,CAD,35.925,3592.5,32.6014,3260.14,USD,29,2900,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
313133,RI,16251218,D1,24,210707,160826,0,180305,210708,1,1,1,1,T#,1,1,40324101,1,CA,USA,40324110,Customer-1868,CA,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
313133,RI,16251218,D1,25,210707,160826,0,180305,210708,1,1,1,1,T#,1,1,40324101,1,CA,USA,40324110,Customer-1868,CA,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
313134,RI,20251514,D1,1,210707,201217,210707,210501,210501,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,6,CAD,39.6,237.6,10.8317,64.99,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313134,RI,20251514,D1,4,210707,201217,0,210501,210708,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313135,RI,21250207,D1,1,210707,210211,210707,210610,210610,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,17,CAD,46.96,798.32,8.0747,137.27,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313135,RI,21250207,D1,10,210707,210211,0,211231,211231,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313136,RI,21250635,D1,1,210707,210507,210707,210628,210629,1,1,1,1,T#,1,1,40010901,1,NC,USA,40010924,Customer-1419,ON,CANADA,NM,1,         DOR,1,1,1,1,298,8B,,EA,4,CAD,294.95,1179.8,116.0875,464.35,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31046,Sales Representative-1,1,1,1,1,0,1,1,0,0,0
313136,RI,21250635,D1,2,210707,210507,0,210628,210708,1,1,1,1,T#,1,1,40010901,1,NC,USA,40010924,Customer-1419,ON,CANADA,NM,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31046,Sales Representative-1,1,1,1,1,0,1,1,0,0,0
313137,RI,21250675,D1,3,210707,210514,210705,210708,210708,1,1,1,1,T#,1,1,40052001,1,QC,CANADA,40052001,Customer-1497,QC,CANADA,NH,1,         DOR,1,1,1,1,298,8B,,EA,4,CAD,310,1240,77.1,308.4,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
313137,RI,21250675,D1,4,210707,210514,0,210708,210708,1,1,1,1,T#,1,1,40052001,1,QC,CANADA,40052001,Customer-1497,QC,CANADA,NH,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
313138,RI,19250774,D1,2.3,210708,190527,210708,211231,211231,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,670,D9,,EA,9,CAD,2136.93,19232.37,2330.7911,20977.12,USD,1725,15525,,0,LB,459,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313138,RI,19250774,D1,25,210708,190527,0,201231,210709,1,1,1,1,T#,1,1,40337101,1,NY,USA,40337110,Customer-1444,NY,USA,TE,1,         DOR,1,1,1,1,670,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313139,RI,21250735,D1,1,210708,210531,210701,210614,210709,1,1,1,1,T#,1,1,40023501,1,,MEXICO,40023510,Customer-1723,,MEXICO,IC,1,         DOR,1,1,1,1,290,8A,,EA,60,CAD,33.138,1988.28,9.4778,568.67,USD,26.75,1605,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313139,RI,21250735,D1,2,210708,210531,0,210614,210709,1,1,1,1,T#,1,1,40023501,1,,MEXICO,40023510,Customer-1723,,MEXICO,IC,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313140,RI,21250793,D1,1,210708,210611,210701,210709,210709,1,1,1,1,T#,1,1,40023501,1,,MEXICO,40023510,Customer-1723,,MEXICO,IC,1,         DOR,1,1,1,1,290,8A,,EA,100,CAD,33.138,3313.8,9.4778,947.78,USD,26.75,2675,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313140,RI,21250793,D1,2,210708,210611,0,210709,210709,1,1,1,1,T#,1,1,40023501,1,,MEXICO,40023510,Customer-1723,,MEXICO,IC,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
313141,RI,21250860,D1,1,210708,210630,210705,210707,210707,1,1,1,1,T#,1,1,40109601,1,PA,USA,40109601,Customer-1019,PA,USA,TR,1,         RMD,1,1,1,1,291,8A,,EA,100,CAD,147.169,14716.9,123.3224,12332.24,USD,118.8,11880,,0,LB,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
313141,RI,21250860,D1,2,210708,210630,210705,210707,210707,1,1,1,1,T#,1,1,40109601,1,PA,USA,40109601,Customer-1019,PA,USA,TR,1,         RMD,1,1,1,1,291,8A,,EA,60,CAD,409.733,24583.98,312.434,18746.04,USD,330.75,19845,,0,LB,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
313141,RI,21250860,D1,3,210708,210630,0,210707,210709,1,1,1,1,T#,1,1,40109601,1,PA,USA,40109601,Customer-1019,PA,USA,TR,1,         RMD,1,1,1,1,291,8A,,EA,0,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
313142,RI,21250882,D1,1,210708,210707,210708,210707,210707,1,1,1,1,T#,1,1,40352601,1,,EGYPT,40352601,Customer-329,,EGYPT,TR,1,         RMD,1,1,1,1,291,8A,,EA,1,CAD,0,0,123.32,123.32,USD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
313142,RI,21250882,D1,2,210708,210707,0,210707,210709,1,1,1,1,T#,1,1,40352601,1,,EGYPT,40352601,Customer-329,,EGYPT,TR,1,         RMD,1,1,1,1,291,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
313143,RI,21250039,D1,1,210709,210107,210701,210208,210215,1,1,1,1,T#,1,1,40311801,1,FL,USA,40311811,Customer-1634,HI,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,172,CAD,343.024,59000.13,34.8,5985.6,USD,276.9,47626.8,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313143,RI,21250039,D1,2,210709,210107,0,210125,210709,1,1,1,1,T#,1,1,40311801,1,FL,USA,40311811,Customer-1634,HI,USA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,2255.914,2255.91,0,0,USD,1821.048,1821.05,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313144,RI,21250220,D1,1,210709,210212,210701,210719,210719,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125428,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,5604.331,5604.33,2458.68,2458.68,USD,4524,4524,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313144,RI,21250220,D1,2,210709,210212,0,210228,210712,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125428,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313145,RI,21250258,D1,1,210709,210219,210701,210709,210719,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125428,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,5604.331,5604.33,2458.67,2458.67,USD,4524,4524,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313145,RI,21250258,D1,2,210709,210219,0,210709,210712,1,1,1,1,T#,1,1,40125401,1,OR,USA,40125428,Customer-1172,CA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
313146,RI,21250408,D1,2,210709,210319,210709,210319,210326,1,1,1,1,T#,1,1,40130901,1,QC,CANADA,40130911,Customer-1503,QC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,186,CAD,35.5,6603,23.25,4324.5,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
313146,RI,21250408,D1,8,210709,210319,210709,210322,210514,1,1,1,1,T#,1,1,40130901,1,QC,CANADA,40130911,Customer-1503,QC,CANADA,TE,1,         RMD,1,1,1,1,671,D9,,EA,186,CAD,6.65,1236.9,1.856,345.22,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
